Round,RemainingEnergy(J)
989,1.8985405118382943
990,1.870469983463794
991,1.8519574214817196
992,1.8131231578306723
993,1.7957607482489963
994,1.7658098940295517
995,1.738495621316231
996,1.710950168332943
997,1.6795000098907327
998,1.653807784426353
999,1.5582669245343328
1000,1.5333689968214872
